Order_ID,Order_Date,Order_Priority,Customer_ID,Industry_name,Province,Region,Channel,Product_ID,Sales,Quantity,Unit_Price,Discount,Profit,Returned_Reason
HC-2011-169061,3/5/24,Medium,AB-10150,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-PA-10001878,97.82,2,48.91,0,45.9754,
ĐN-2011-156587,3/7/24,Medium,AB-10015,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Agent,FUR-CH-10004477,48.712,1,48.712,0.2,5.4801,
ĐN-2011-156587,3/7/24,Medium,AB-10015,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Agent,OFF-AR-10001427,17.94,3,5.98,0,4.6644,
ĐN-2011-156587,3/7/24,Medium,AB-10015,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Agent,OFF-ST-10002344,242.94,3,80.98,0,4.8588,
TH-2011-131982,3/7/24,Medium,NP-18685,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-BI-10004224,107.648,2,53.824,0.2,33.64,
HC-2011-104563,3/7/24,Medium,CM-12715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-AR-10000390,20.65,5,4.13,0,9.499,
HC-2011-104563,3/7/24,Low,CM-12715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-ST-10000934,204.9,5,40.98,0,0,
HC-2011-104563,3/7/24,Medium,CM-12715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-CH-10002780,436.704,6,72.784,0.2,21.8352,
HC-2011-104563,3/7/24,High,CM-12715,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-CH-10004495,481.568,2,240.784,0.2,54.1764,
HN-2011-100279,3/10/24,Medium,SW-20275,Thiết bị gia dụng,Hà Nội,Miền Bắc,Online,OFF-PA-10002259,22.38,2,11.19,0,10.7424,
HC-2011-140116,3/10/24,Low,KT-16480,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10000078,636.408,3,212.136,0.2,-15.9102,
HC-2011-140116,3/10/24,Medium,KT-16480,Thiết bị gia dụng,,,,,,,,,,
ĐN-2011-166884,3/11/24,Medium,CK-12205,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Store,FUR-FU-10003981,8.32,5,1.664,0.2,2.288,
ĐN-2011-166884,3/11/24,Medium,CK-12205,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Store,OFF-FA-10001561,10.464,6,1.744,0.2,1.7004,
HC-2011-158337,3/11/24,Medium,KA-16525,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10002137,108.92,14,7.78,0,49.014,
TT-2011-114790,3/11/24,Medium,FM-14215,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,online channel,OFF-AP-10002578,146.76,3,48.92,0,38.1576,
TT-2011-114790,3/11/24,Medium,FM-14215,Thiết bị điện tử,Thừa Thiên Huế,Miền Trung,Online,TEC-AC-10000710,32.96,2,16.48,0,14.1728,
TT-2011-114790,3/11/24,High,FM-14215,Thiết bị điện tử,Thừa Thiên Huế,Miền Trung,Online,TEC-PH-10000984,587.97,3,195.99,0,164.6316,
TT-2011-114790,3/11/24,Medium,FM-14215,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Online,OFF-PA-10000213,14.94,3,4.98,0,7.0218,
LA-2011-103338,3/11/24,Medium,RB-19435,Thiết bị gia dụng,Long An,Miền Tây Nam Bộ,Online,OFF-AR-10001770,7.98,3,2.66,0,2.0748,
ĐT-2011-157623,3/14/24,Medium,DK-13225,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Online,OFF-PA-10001204,10.56,2,5.28,0,4.752,
ĐT-2011-157623,3/14/24,Medium,DK-13225,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Online,OFF-AR-10003723,3.38,1,3.38,0,1.2506,
ĐN-2011-125521,3/14/24,High,CK-12325,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Agent,FUR-CH-10003379,1139.92,4,284.98,0,284.98,
HT-2011-114510,3/14/24,Medium,JF-15295,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Store,OFF-BI-10001617,33.088,4,8.272,0.2,11.1672,
TN-2011-114510,3/14/24,Medium,JF-15295,Thiết bị gia dụng,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-ST-10000736,80.98,1,80.98,0,3.2392,
TN-2011-114510,3/14/24,Medium,JF-15295,Thiết bị điện tử,Tây Ninh ,Miền Đông Nam Bộ,Store,TEC-AC-10004877,82.8,12,6.9,0,6.624,
TN-2011-114510,3/14/24,Medium,JF-15295,Thiết bị gia dụng,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-ST-10003221,21.36,2,10.68,0,5.7672,
TN-2011-114510,3/14/24,Medium,JF-15295,Thiết bị gia dụng,Tây Ninh ,Miền Đông Nam Bộ,Store,OFF-BI-10003007,62.048,2,31.024,0.2,20.1656,
HC-2011-152618,3/14/24,High,RB-19465,Thiết bị điện tử,Hồ Chí Minh,Miền Đông Nam Bộ,Online,TEC-MA-10003626,574.91,2,287.455,0.3,156.047,
HC-2011-152618,3/14/24,Medium,RB-19465,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-PA-10001215,8.448,2,4.224,0.2,2.64,
VP-2011-100293,3/14/24,Medium,NF-18475,Thiết bị gia dụng,Vĩnh Phúc,',Agent,OFF-PA-10000176,91.056,6,15.176,0.2,31.8696,
BD-2011-149958,3/15/24,Medium,AS-10240,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-ST-10001490,142.776,1,142.776,0.2,17.847,
BD-2011-149958,3/15/24,Medium,AS-10240,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,FUR-FU-10001756,45.696,3,15.232,0.2,5.1408,
BD-2011-149958,3/15/24,Low,AS-10240,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-BI-10000773,7.218,3,2.406,0.7,-5.5338,
BD-2011-149958,15.05.23,Low,AS-10240,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-BI-10001543,43.188,4,10.797,0.7,-31.6712,
BD-2011-149958,3/15/24,Medium,AS-10240,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-PA-10002120,131.904,3,43.968,0.2,47.8152,
HC-2011-157609,3/16/24,Medium,KN-16705,Thiết bị điện tử,Hồ Chí Minh,Miền Đông Nam Bộ,Store,TEC-PH-10002415,471.92,2,235.96,0.2,29.495,
HC-2011-118339,3/17/24,Medium,BN-11515,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AP-10001154,93.78,2,46.89,0,36.5742,
HC-2011-118339,3/17/24,Medium,BN-11515,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10000466,47.18,7,6.74,0,23.59,
HC-2011-118339,3/17/24,Medium,BN-11515,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-AR-10003829,19.68,6,3.28,0,5.7072,
HC-2011-118339,3/17/24,Medium,BN-11515,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10001758,53.4,10,5.34,-0.05,25.098,
HC-2011-118339,3/17/24,Medium,BN-11515,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10000136,35.88,6,5.98,0,17.2224,
TN-2011-148838,3/17/24,Low,CP-12340,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Agent,FUR-TA-10003473,1579.746,7,225.678,0.4,-447.5947,
TN-2011-148838,3/17/24,Low,CP-12340,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Agent,FUR-TA-10001950,1071.576,4,267.894,0.4,-553.6476,
TN-2011-148838,3/17/24,Low,CP-12340,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Agent,FUR-TA-10004175,613.908,3,204.636,0.4,-122.7816,
TN-2011-148838,3/17/24,Medium,CP-12340,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Agent,OFF-PA-10002960,34.86,7,4.98,0,16.3842,
TN-2011-148838,3/17/24,High,CP-12340,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Agent,OFF-PA-10000919,155.04,-4,38.76,0,75.9696,
HG-2011-158442,3/17/24,High,AZ-10750,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-AR-10003732,4.448,2,2.224,0.2,0.3336,
HG-2011-158442,3/17/24,Medium,AZ-10750,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-PA-10002195,5.184,1,5.184,0.2,1.8792,
HG-2011-158442,3/17/24,Medium,AZ-10750,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-PA-10002365,15.552,3,5.184,0.2,5.4432,
HC-2011-164763,3/17/24,Medium,MH-17440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10000605,11.43,3,3.81,0,5.3721,
HC-2011-164763,3/17/24,Medium,MH-17440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10000309,30.44,2,15.22,0,14.9156,
HC-2011-164763,3/17/24,Medium,MH-17440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-PA-10003349,12.96,2,6.48,0,6.3504,
HC-2011-164763,3/17/24,Medium,MH-17440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-PA-10003063,16,4,4,0,7.68,
HC-2011-164763,3/17/24,Medium,MH-17440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-AP-10003971,32.67,3,10.89,0,8.4942,
HG-2011-127859,3/17/24,Medium,QJ-19255,Thiết bị gia dụng,Hà Giang,Miền Bắc,Store,OFF-PA-10003641,126.624,6,21.104,0.2,41.1528,
TT-2011-145317,3/18/24,Low,SM-20320,Thiết bị điện tử,Thừa Thiên Huế,Miền Trung,Store,TEC-MA-10003626,821.3,4,205.325,0.5,-16.426,
TT-2011-145317,3/18/24,Low,SM-20320,Thiết bị điện tử,Thừa Thiên Huế,Miền Trung,Store,TEC-MA-10002412,22638.48,6,3773.08,0.5,-1811.0784,
TT-2011-145317,3/18/24,Medium,SM-20320,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,OFF-PA-10001804,21.376,4,5.344,0.2,7.4816,
TT-2011-145317,3/18/24,Medium,SM-20320,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,OFF-AR-10003183,8.016,3,2.672,0.2,1.002,
TT-2011-145317,3/18/24,Medium,SM-20320,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,FUR-FU-10004270,30.768,2,15.384,0.2,8.0766,Wrong item
TT-2011-145317,3/18/24,Medium,SM-20320,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,OFF-FA-10003112,18.936,3,6.312,0.2,5.9175,
TT-2011-145317,3/18/24,Medium,SM-20320,Thiết bị gia dụng,Thừa Thiên Huế,Miền Trung,Store,FUR-FU-10001986,122.352,3,40.784,0.2,15.294,
CT-2011-111871,3/18/24,High,EK-13795,Thiết bị gia dụng,Cần Thơ,Miền Tây Nam Bộ,Agent,FUR-BO-10004218,1198.33,10,119.833,0.15,70.49,
BP-2011-131275,3/18/24,Medium,SC-20050,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Online,FUR-FU-10004597,111,2,55.5,0,14.43,
BP-2011-131275,3/18/24,High,SC-20050,Thiết bị điện tử,Bình Phước,Miền Đông Nam Bộ,Online,TEC-MA-10001148,1279.968,4,319.992,0.2,415.9896,
BP-2011-131275,3/18/24,High,SC-20050,Thiết bị gia dụng,Bình Phước,Miền Đông Nam Bộ,Online,OFF-ST-10000078,1856.19,7,265.17,0,334.1142,
QN-2011-103989,3/19/24,Medium,MC-17605,Thiết bị điện tử,Quảng Ngãi,Miền Trung,Online,TEC-PH-10004667,323.976,3,107.992,0.2,28.3479,
QN-2011-103989,3/19/24,Medium,MC-17605,Thiết bị gia dụng,Quảng Ngãi,Miền Trung,Online,OFF-LA-10000443,11.808,4,2.952,0.2,3.9852,
QN-2011-103989,3/19/24,Medium,MC-17605,Thiết bị gia dụng,Quảng Ngãi,Miền Trung,Online,OFF-ST-10000918,26.16,3,8.72,0.2,1.962,
QN-2011-103989,3/19/24,Low,MC-17605,Thiết bị gia dụng,Quảng Ngãi,Miền Trung,Online,OFF-BI-10001196,33.57,5,6.714,0.7,-25.737,
QN-2011-103989,3/19/24,Medium,MC-17605,Thiết bị gia dụng,Quảng Ngãi,Miền Trung,Online,FUR-FU-10003981,4.992,3,1.664,0.2,1.3728,
QN-2011-103989,3/19/24,Medium,MC-17605,Thiết bị gia dụng,Quảng Ngãi,Miền Trung,online channel,FUR-FU-10002508,20.016,3,6.672,0.2,5.5044,
QN-2011-103989,3/19/24,High,MC-17605,Thiết bị điện tử,Quảng Ngãi,Miền Trung,online channel,TEC-AC-10002647,170.24,2,85.12,0.2,53.2,
HG-2011-140004,3/21/24,Medium,CB-12025,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-AR-1000595,7.408,2,3.704,0.2,1.2038,
HG-2011-140004,3/21/24,Medium,CB-12025,Thiết bị gia dụng,Hà Giang,Miền Bắc,Agent,OFF-AR-10004027,6.048,3,2.016,0.2,1.5876,
HC-2011-107405,3/21/24,Low,TS-21205,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10002301,16.272,1,16.272,0.2,-3.8646,
VL-2011-163223,3/21/24,High,KH-16690,Thiết bị điện tử,Vĩnh Long,Miền Tây Nam Bộ,online channel,TEC-PH-10000730,3499.93,7,499.99,0,909.9818,
VL-2011-163223,3/21/24,Medium,KH-16690,Thiết bị gia dụng,Vĩnh Long,Miền Tây Nam Bộ,online channel,OFF-LA-10004409,14.4,5,2.88,0,6.624,
VL-2011-163223,3/21/24,High,KH-16690,Thiết bị gia dụng,Vĩnh Long,Miền Tây Nam Bộ,online channel,OFF-PA-10000675,122.97,3,40.99,0,60.2553,
VL-2011-163223,3/21/24,Medium,KH-16690,Thiết bị gia dụng,Vĩnh Long,Miền Tây Nam Bộ,online channel,OFF-AR-10001573,9.32,4,2.33,0,2.7028,
VL-2011-163223,3/21/24,High,KH-16690,Thiết bị gia dụng,Vĩnh Long,Miền Tây Nam Bộ,Online,OFF-BI-10001597,122.94,3,40.98,0,59.0112,
HC-2011-155544,3/21/24,Medium,GM-14440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-LA-10004544,59.2,5,11.84,0.2,22.2,
HC-2011-155544,3/21/24,Medium,GM-14440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-FU-10001473,32.952,3,10.984,0.2,6.5904,
HC-2011-155544,3/21/24,Low,GM-14440,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-CH-10000422,218.376,3,72.792,0.2,-10.9188,Wrong item
TH-2011-158057,3/22/24,Low,CC-12685,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-BI-10004410,7.644,4,1.911,0.7,-5.8604,
TH-2011-158057,3/22/24,Low,CC-12685,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-BI-10002735,51.465,5,10.293,0.7,-39.4565,
ĐT-2011-148040,3/22/24,Medium,BF-11275,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-PA-10002581,74.352,3,24.784,0.2,23.235,
ĐT-2011-148040,3/22/24,Low,BF-11275,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-CH-10001482,314.352,3,104.784,0.2,-35.3646,
CT-2011-129609,3/22/24,Medium,VM-21835,Thiết bị gia dụng,Cần Thơ,Miền Tây Nam Bộ,Agent,OFF-AR-10003478,16.28,2,8.14,0,6.512,
BD-2011-120838,3/23/24,High,PO-18865,Thiết bị gia dụng,Bình Dương,Miền Đông Nam Bộ,Store,OFF-ST-10000585,330.4,2,165.2,0,85.904,
BD-2011-120838,3/23/24,Medium,PO-18865,Thiết bị điện tử,Bình Dương,Miền Đông Nam Bộ,Store,TEC-PH-10003484,604.752,6,100.792,0.2,37.797,
GL-2011-164749,3/23/24,Medium,BG-11740,Thiết bị gia dụng,Gia Lai,Miền Trung,Store,OFF-LA-10004484,9.912,3,3.304,0.2,3.2214,
HG-2011-147235,3/24/24,Medium,CD-11920,Thiết bị gia dụng,Hà Giang,Miền Bắc,Store,OFF-PA-10004948,24.9,5,4.98,0,11.703,
ĐN-2011-143637,3/24/24,Medium,MS-17710,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Agent,FUR-FU-10002813,40.48,2,20.24,0,14.5728,
HC-2011-148586,3/25/24,High,AZ-10750,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,FUR-CH-10002439,366.786,7,52.398,0.1,65.2064,
HP-2011-128237,3/25/24,Medium,CA-12265,Thiết bị gia dụng,Hải Phòng,Miền Bắc,Online,OFF-AR-10003829,6.56,2,3.28,0,1.9024,
HP-2011-128237,3/25/24,Medium,CA-12265,Thiết bị gia dụng,Hải Phòng,Miền Bắc,Online,OFF-AR-10003338,14.88,2,7.44,0,3.72,
HP-2011-128237,3/25/24,Medium,CA-12265,Thiết bị điện tử,Hải Phòng,Miền Bắc,Online,TEC-AC-10002558,45.48,4,11.37,0,15.918,
HP-2011-128237,3/25/24,Medium,CA-12265,Thiết bị gia dụng,Hải Phòng,Miền Bắc,Online,OFF-AR-10000034,25.44,6,4.24,0,9.9216,
BP-2011-138436,3/26/24,Medium,JD-15895,Thiết bị điện tử,Bình Phước,Miền Đông Nam Bộ,Agent,TEC-AC-10002323,66.3,3,22.1,0,8.619,
HT-2011-141838,3/26/24,High,DK-12835,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Agent,OFF-AR-10004272,3.36,2,1.68,0,0.84,
HT-2011-141838,3/26/24,Medium,DK-12835,Thiết bị gia dụng,Hà Tỉnh,Miền Trung,Agent,OFF-BI-10003291,27.936,4,6.984,0.2,9.4284,
HT-2011-141838,3/26/24,Medium,DK-12835,Thiết bị điện tử,Hà Tỉnh,Miền Trung,Agent,TEC-PH-10004100,28.784,2,14.392,0.2,2.8784,
TH-2011-100860,3/26/24,Medium,CS-12505,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Store,OFF-LA-10001982,18.75,5,3.75,0,9,
HC-2011-137869,3/28/24,Medium,CV-12295,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-EN-10001509,6.12,3,2.04,0,2.8764,
HC-2011-137869,3/28/24,High,CV-12295,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,FUR-TA-10003954,1184.72,4,296.18,0,106.6248,
TG-2011-100881,3/28/24,Medium,DR-12940,Thiết bị điện tử,Tiền Giang,Miền Tây Nam Bộ,Agent,TEC-PH-10003273,302.376,3,100.792,0.2,22.6782,
HC-2011-117380,3/28/24,Low,MP-18175,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,FUR-TA-10000198,330.588,1,330.588,0.4,-143.2548,
TN-2011-137274,3/29/24,Low,MG-18145,Thiết bị gia dụng,Thái Nguyên,Miền Bắc,Online,FUR-TA-10001889,890.841,3,296.947,0.3,-152.7156,
ĐT-2011-169033,3/30/24,Medium,KM-16720,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AR-10001915,49.65,5,9.93,0,20.853,
HN-2011-133424,3/30/24,Low,Dl-13600,Thiết bị gia dụng,Hà Nội,Miền Bắc,Agent,OFF-ST-10002957,15.84,3,5.28,0,0,
HN-2011-133424,3/30/24,Medium,Dl-13600,Thiết bị gia dụng,Hà Nội,Miền Bắc,Agent,OFF-LA-10002312,44.4,3,14.8,0,22.2,
ĐN-2011-105151,3/30/24,Medium,SG-20890,Thiết bị gia dụng,Đồng Nai,Miền Đông Nam Bộ,Agent,OFF-AR-10001231,10.5,5,2.1,0,2.94,
ĐN-2011-131247,3/30/24,Low,GA-14725,Thiết bị gia dụng,Đà Nẵng,Miền Trung,Agent,FUR-BO-10001337,205.666,2,102.833,0.15,-12.098,
HN-2011-162089,3/30/24,High,MP-17470,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,OFF-EN-10002230,335.72,5,67.144,0.2,113.3055,
HN-2011-162089,3/30/24,High,MP-17470,Thiết bị điện tử,Hà Nội,Hà Nội,Store,TEC-PH-10001819,251.944,7,35.992,0.2,88.1804,
HN-2011-162089,3/30/24,Low,MP-17470,Thiết bị gia dụng,Hà Nội,Miền Bắc,Store,FUR-CH-10002304,127.302,7,18.186,0.3,-9.093,
NA-2011-113124,3/30/24,Medium,NC-18340,Thiết bị gia dụng,Nghệ An,Miền Trung,Store,OFF-ST-10001511,129.3,2,64.65,0,6.465,
TH-2011-128055,3/31/24,High,AA-10315,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-BI-10004390,673.568,2,336.784,0.2,252.588,
TH-2011-128055,3/31/24,Medium,AA-10315,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-AP-10002765,52.98,2,26.49,0,14.8344,
TH-2011-112403,3/31/24,Medium,JO-15280,Thiết bị gia dụng,Thanh Hóa,Miền Trung,Agent,OFF-BI-10003529,0.852,1,37.91,0.7,-0.5964,
HC-2011-104759,2024-03-32,Low,DD-13570,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10002071,8.134,7,1.162,0.8,-13.8278,
HC-2011-104759,2024-03-32,Medium,DD-13570,Thiết bị điện tử,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,TEC-AC-10004901,79.984,2,39.992,0.2,13.9972,
HC-2011-101770,3/31/24,Low,KB-16240,Thiết bị gia dụng,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10001097,1.869,1,1.869,0.7,-1.3083,
ĐT-2011-130428,3/31/24,High,TG-21640,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-CH-10002965,1125.488,7,160.784,0.2,98.4802,
ĐT-2011-130428,3/31/24,Low,TG-21640,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-BI-10001636,12.645,5,2.529,0.7,-10.116,
ĐT-2011-130428,3/31/24,Medium,TG-21640,Thiết bị gia dụng,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AR-10004027,4.032,2,2.016,0.2,1.0584,
